question,pmid,adaptation,sent_id,source,target,operation
3,26721532,adaptation3,11,"Both sodium zirconium cyclosilicate and patiromer are emerging therapies that may provide long-term management of hyperkalemia, particularly in patients with underlying heart failure or CKD as well as those taking an RAS inhibitor, an aldosterone antagonist, or both.",Both sodium zirconium cyclosilicate and patiomer are new drugs that may provide long term treatment of hyperkalemia . These drugs may be very helpful in patients who also have heart failure or chronic kidney disease. They may also be helpful in patients taking one or more types of RAAS blockers.,Explanation
3,27600582,adaptation3,1,"Hyperkalemia is a frequent clinical abnormality in patients with chronic kidney disease, and it is associated with higher risk of mortality and malignant arrhythmias.",Hyperkalemia is a condition where the potassium level in the blood is higher than normal. Potassium is a very important mineral in the body. Hyperkalemia is often seen in patients with ongoing kidney disease. Hyperkalemia can cause serious problems with your heartbeat and an increased risk of death.,Explanation
3,27600582,adaptation3,2,"Severe hyperkalemia is a medical emergency, which requires immediate therapies, followed by interventions aimed at preventing its recurrence.",Doctors consider severe hyperkalemia a medical emergency and treat it immediately. They also give treatments to try to stop it from coming back.,Explanation
3,27600582,adaptation3,3,"Current treatment paradigms for chronic hyperkalemia management are focused on eliminating predisposing factors, such as high potassium intake in diets or supplements, and the use of medications known to raise potassium level.",Current treatments for ongoing hyperkalemia include avoiding things that can cause it to come back. Doctors advise not to eat foods or take supplements that are high in potassium and to stop using medicines that are known to increase the potassium level.,Explanation
3,27600582,adaptation3,4,"Among the latter, inhibitors of the renin-angiotensin aldosterone system are some of the most commonly involved medications, and their discontinuation is often the first step taken by clinicians to prevent the recurrence of hyperkalemia.","Some of the most commonly uses medicines that are known to increase potassium levels are a class of drugs that block the renin-angiotensin-aldosterone system (RAAS blockers). The renin-angiotensin-aldosterone system (RAAS) is a hormone system that manages blood pressure and fluid balance in the body. Often as the first step, doctors stop giving patients these medicines to prevent hyperkalemia from coming back.",Explanation
3,27600582,adaptation3,5,"While this strategy is usually successful, it also deprives patients of the recognized benefits of this class, such as their renoprotective effects.","While stopping these medicines usually works well to lower the potassium level, patients miss out on the known kidney protection this class of drugs can give.",Explanation
3,27600582,adaptation3,6,"The development of novel potassium binders has ushered in a new era of hyperkalemia management, with a focus on chronic therapy while maintaining the use of beneficial, but hyperkalemia-inducing medications such as renin-angiotensin aldosterone system inhibitors.",Newer medicines have now been developed that bind to potassium. These new potassium binders allow doctors to lower the potassium level in a different way. Doctors may now be able to lower potassium levels and still keep their patients on the RAAS blockers for the kidney protection these medicines give.,Explanation
3,27600582,adaptation3,7,"This review article examines the incidence and clinical consequences of hyperkalemia, and its various treatment options, with special emphasis on novel therapeutic agents and the potential benefits of their application.",This research studies hyperkalemia and its effects. This work also shows the many (and new) ways of treating hyperkalemia and how the treatment can help the patients.,Substitution
3,27600582,adaptation2,1,"Hyperkalemia is a frequent clinical abnormality in patients with chronic kidney disease, and it is associated with higher risk of mortality and malignant arrhythmias.","Hyperkalemia (high blood potassium) is common in those with long-lasting kidney disease. It is linked to higher risk of death and a harmful, irregular heart beat.",Substitution
3,27600582,adaptation2,2,"Severe hyperkalemia is a medical emergency, which requires immediate therapies, followed by interventions aimed at preventing its recurrence.","Severe high blood potassium is serious, requires immediate treatment, and should be actively prevented.",Generalization
3,27600582,adaptation2,3,"Current treatment paradigms for chronic hyperkalemia management are focused on eliminating predisposing factors, such as high potassium intake in diets or supplements, and the use of medications known to raise potassium level.","Current treatment for high blood potassium includes eliminating potassium in diets, supplements, and medications known to raise potassium.",Generalization
3,27600582,adaptation2,4,"Among the latter, inhibitors of the renin-angiotensin aldosterone system are some of the most commonly involved medications, and their discontinuation is often the first step taken by clinicians to prevent the recurrence of hyperkalemia.",Medication that blocks kidney-related monitoring of blood pressure and electrolyte balance are usually removed by clinicians to prevent the return of high blood potassium.,Generalization
